brand,parent_ecosystem,model_name,full_name,series,price_inr,price_raw,launch_status,sale_start_date,market,official_india_presence,brand_status,catalogue_url,product_url,specs_summary,scraped_at
Motorola,Mainstream & Flagship,moto g64 5G,Motorola moto g64 5G,Moto G Family,14999.0,"₹14,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452223
Motorola,Mainstream & Flagship,moto g45 5G,Motorola moto g45 5G,Moto G Family,10999.0,"₹10,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452227
Motorola,Mainstream & Flagship,moto g35 5G,Motorola moto g35 5G,Moto G Family,9999.0,"₹9,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452230
Motorola,Mainstream & Flagship,moto g05,Motorola moto g05,Moto G Family,7999.0,"₹7,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452233
Motorola,Mainstream & Flagship,moto g04s,Motorola moto g04s,Moto G Family,6999.0,"₹6,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452237
Motorola,Mainstream & Flagship,motorola signature,motorola signature,Motorola Signature,49999.0,"₹49,999",available,,India,True,ACTIVE,https://www.motorola.in/smartphones,,,2026-08-18T23:46:41.452240
,,,,,,,,,,,,,,,
Google,Mainstream & Flagship,Pixel 11 Pro,Google Pixel 11 Pro,Pixel Series,109999.0,"₹109,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198655
Google,Mainstream & Flagship,Pixel 11 Pro XL,Google Pixel 11 Pro XL,Pixel Series,124999.0,"₹124,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198661
Google,Mainstream & Flagship,Pixel 11 Pro Fold,Google Pixel 11 Pro Fold,Pixel Series,179999.0,"₹179,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198701
Google,Mainstream & Flagship,Pixel 11,Google Pixel 11,Pixel Series,79999.0,"₹79,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198733
Google,Mainstream & Flagship,Pixel 10a,Google Pixel 10a,Pixel Series,52999.0,"₹52,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198764
Google,Mainstream & Flagship,Pixel Camera,Google Pixel Camera,Pixel Series,,,available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.198828
Google,Mainstream & Flagship,Pixel Drops,Google Pixel Drops,Pixel Series,,,available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.199506
Google,Mainstream & Flagship,Pixel,Google Pixel,Pixel Series,,,available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.199156
Google,Mainstream & Flagship,Pixel Safe,Google Pixel Safe,Pixel Series,,,available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.199469
Google,Mainstream & Flagship,Pixel 10 Pro Fold,Google Pixel 10 Pro Fold,Pixel Series,172999.0,"₹172,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.205504
Google,Mainstream & Flagship,Pixel 10 Pro,Google Pixel 10 Pro,Pixel Series,106999.0,"₹106,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.205540
Google,Mainstream & Flagship,Pixel 10,Google Pixel 10,Pixel Series,79999.0,"₹79,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.205550
Google,Mainstream & Flagship,Pixel 9 Pro Fold,Google Pixel 9 Pro Fold,Pixel Series,172999.0,"₹172,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.205558
Google,Mainstream & Flagship,Pixel 9 Pro XL,Google Pixel 9 Pro XL,Pixel Series,124999.0,"₹124,999",available,,India,True,ACTIVE,https://store.google.com/in/category/phones?hl=en-IN,,,2026-08-18T23:46:46.205564
